datetime,open,high,low,close,volume
,CNY=X,CNY=X,CNY=X,CNY=X,CNY=X
2025-06-06 01:00:00+00:00,7.177800178527832,7.18120002746582,7.177800178527832,7.181000232696533,0.0
2025-06-06 02:00:00+00:00,7.1809000968933105,7.185100078582764,7.1809000968933105,7.18179988861084,0.0
2025-06-06 03:00:00+00:00,7.1819000244140625,7.1819000244140625,7.180799961090088,7.18149995803833,0.0
2025-06-06 04:00:00+00:00,7.182000160217285,7.182000160217285,7.18149995803833,7.181600093841553,0.0
2025-06-06 05:00:00+00:00,7.18149995803833,7.182799816131592,7.18149995803833,7.181600093841553,0.0
2025-06-06 06:00:00+00:00,7.181600093841553,7.184000015258789,7.181600093841553,7.183000087738037,0.0
2025-06-06 07:00:00+00:00,7.183000087738037,7.185500144958496,7.183000087738037,7.184199810028076,0.0
2025-06-06 08:00:00+00:00,7.183899879455566,7.185500144958496,7.1828999519348145,7.183499813079834,0.0
2025-06-06 09:00:00+00:00,7.183599948883057,7.185200214385986,7.183599948883057,7.183700084686279,0.0
2025-06-06 10:00:00+00:00,7.183199882507324,7.183199882507324,7.180200099945068,7.180500030517578,0.0
2025-06-06 11:00:00+00:00,7.180600166320801,7.181099891662598,7.180500030517578,7.181099891662598,0.0
2025-06-06 12:00:00+00:00,7.183499813079834,7.185299873352051,7.182199954986572,7.183800220489502,0.0
2025-06-06 13:00:00+00:00,7.184000015258789,7.188300132751465,7.184000015258789,7.188300132751465,0.0
2025-06-06 14:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 15:00:00+00:00,7.188600063323975,7.188600063323975,7.188600063323975,7.188600063323975,0.0
2025-06-06 16:00:00+00:00,7.188600063323975,7.188600063323975,7.188600063323975,7.188600063323975,0.0
2025-06-06 17:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 18:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 19:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 20:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 21:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 22:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-06 23:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 00:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 01:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 02:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 03:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 04:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 05:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 06:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 07:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 08:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 09:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 10:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 11:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 12:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 13:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 14:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 15:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 16:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 17:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 18:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 19:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 20:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 21:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 22:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-07 23:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 00:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 01:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 02:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 03:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 04:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 05:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 06:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 07:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 08:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 09:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 10:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 11:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 12:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 13:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 14:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 15:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 16:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 17:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 18:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 19:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 20:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 21:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 22:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-08 23:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-09 00:00:00+00:00,7.1880998611450195,7.1880998611450195,7.1880998611450195,7.1880998611450195,0.0
2025-06-09 01:00:00+00:00,7.18720006942749,7.188000202178955,7.183800220489502,7.183800220489502,0.0
